Filename,ImageID,ObjectID,X,Y,Area,Perimeter,Major Axis,Minor Axis,Circularity,Aspect Ratio,Shape mode,Distance from cluster center
xy001c1.tiff,1,1,407,103,21468,969.2762620207483,236.54346388581303,125.91050823560076,0.2871483314260823,1.878663403083073,2.0,2.79
xy001c1.tiff,1,2,168,485,2805,282.93607486307087,103.91644603357223,41.148249155669056,0.4403176364126969,2.525415981623984,10.0,2.93
xy001c1.tiff,1,3,1154,498,6235,531.6356056934325,131.4590390288459,67.83262821099729,0.27721594246545395,1.937991236605708,12.0,3.85
xy001c1.tiff,1,4,502,537,3774,335.6467529817257,95.3761048218189,54.97685381541423,0.4209658436201736,1.734841086797107,10.0,2.72
xy001c1.tiff,1,5,313,572,11321,719.9026329981913,177.6405211075476,96.54304420964344,0.2745030223283394,1.840013670190478,9.0,3.59
xy001c1.tiff,1,6,138,595,4038,242.10764773832474,73.43116490276039,70.34993162749811,0.8656835443854952,1.043798667660082,4.0,2.11
xy001c1.tiff,1,7,828,661,11246,644.7188668141176,131.52864122546956,113.5095077103008,0.3399908148352468,1.1587455877366435,4.0,2.73
xy001c1.tiff,1,8,510,822,9078,461.3452377915606,131.62640297642324,90.95066664650496,0.5359792275193461,1.4472285671968887,5.0,2.15
xy001c1.tiff,1,9,144,920,3020,372.19090885900994,95.74684084168365,49.362505541045415,0.2739588189634936,1.9396673607272468,12.0,4.49
xy002c1.tiff,2,1,653,119,5220,452.20310216782974,102.84145902637094,80.23100596006927,0.3207844386452269,1.2818168960458358,5.0,4.26
xy002c1.tiff,2,2,1213,166,2627,400.19090885900994,85.51807495360379,46.44147342347972,0.20612729293951154,1.8414160587413204,8.0,6.85
xy002c1.tiff,2,3,1161,261,2128,358.8772003600252,80.38544006697008,46.99621671195778,0.2076298313014013,1.7104661968782842,12.0,7.42
xy002c1.tiff,2,4,121,453,7746,471.5168106668145,137.41434284663174,79.70140184441789,0.4378173770143837,1.7241145032163063,12.0,2.29
xy002c1.tiff,2,5,1226,467,3586,446.30360723121805,77.32366182223117,71.52812408394539,0.22623477146211804,1.081024601337009,7.0,6.4
xy002c1.tiff,2,6,316,492,17791,1164.5382386916235,173.2263929050527,155.46462059781774,0.16485522505121528,1.1142496102260089,8.0,6.95
xy003c1.tiff,3,1,199,121,6940,448.92492757477766,120.65985684837177,82.1035383608527,0.4327348696803784,1.4696060517886629,2.0,3.73
xy003c1.tiff,3,2,118,214,3503,302.4213562373095,81.64023150339024,60.646600667650105,0.4813102249712585,1.3461633563072644,8.0,2.99
xy003c1.tiff,3,3,496,312,8647,578.3218971944477,178.99766340165337,75.04440623775898,0.3248897800443598,2.3852232614719493,12.0,3.14
xy003c1.tiff,3,4,186,425,4976,416.0965004500315,92.87277811194731,76.68957867429144,0.3611620498561228,1.2110221456084354,10.0,5.15
xy003c1.tiff,3,5,991,438,2895,339.2558800164656,87.37083187953516,47.28654819828135,0.3160848385666704,1.8476889349836427,5.0,3.53
xy003c1.tiff,3,6,603,495,2364,294.1787155501902,92.34241131070095,42.18655289074117,0.34326920279112993,2.188906297934754,2.0,3.6
xy003c1.tiff,3,7,669,709,12734,598.7899346259833,157.7928573007213,107.42267686171677,0.4462988077417014,1.4688970886831012,7.0,3.06
xy003c1.tiff,3,8,1188,710,2376,365.21424945612296,95.34098442173763,40.65986388021168,0.22385194512522635,2.344842685716372,6.0,5.4
xy004c1.tiff,4,1,984,128,18591,805.0924958366749,217.61251050916283,122.5165039948863,0.3604301043486826,1.77618935746196,8.0,2.43
xy004c1.tiff,4,2,656,182,6492,613.4467888754755,158.4433842454166,62.03812646125064,0.21678767129017032,2.5539679110777342,11.0,3.81
xy004c1.tiff,4,3,797,364,3426,441.75335469952387,102.12960095522018,59.653130517648776,0.22061625604988186,1.7120576920100523,9.0,4.83
xy004c1.tiff,4,4,1013,529,3728,355.6761902332486,83.07313593123277,65.50775791180179,0.3703191583217276,1.2681419511118148,11.0,3.33
xy004c1.tiff,4,5,148,671,3430,362.94826817189073,115.99533426225719,47.387061674920034,0.32720092827132585,2.4478271106572667,2.0,3.84
xy005c1.tiff,5,1,785,552,5717,515.7005768508882,138.07048827785653,60.12366936586328,0.2701362220681035,2.296441480270822,3.0,3.25
xy005c1.tiff,5,2,288,634,8600,568.0853531617382,135.68709681163003,98.68394629795887,0.3348737697260148,1.3749662625159582,10.0,4.45
xy005c1.tiff,5,3,580,784,4789,416.36248173426384,173.5564782021643,43.77279795800774,0.3471454873353028,3.964939101417759,2.0,3.91
xy005c1.tiff,5,4,145,846,7465,495.2741699796952,124.42057213670068,83.2975409378797,0.3824267990663223,1.493688417878855,8.0,4.07
xy005c1.tiff,5,5,174,936,2588,277.4213562373095,89.08623865414509,48.094513246152324,0.4225658097645408,1.852316046909409,10.0,4.01
xy005c1.tiff,5,6,942,935,11300,577.7422074112308,162.04580592745242,102.17940550130164,0.4254221662152025,1.5858949769030326,1.0,3.94
xy005c1.tiff,5,7,72,952,4302,458.58787847867995,133.21502974599574,68.04860343544158,0.25706036967892537,1.9576453155629887,10.0,4.57
xy006c1.tiff,6,1,402,349,5133,404.23253941935263,94.90454561563446,73.99671954861999,0.39474677308555606,1.2825507156878333,8.0,3.95
xy006c1.tiff,6,2,1099,559,3120,226.45079348883235,81.91864886225308,49.31872136352126,0.7645691394014327,1.661005123357567,4.0,1.57
xy006c1.tiff,6,3,758,610,12417,680.9676041556469,178.95442943987152,99.6370033623648,0.33649114654169743,1.7960639461329562,3.0,3.18
xy006c1.tiff,6,4,321,647,6059,426.4163056034262,117.79523786562125,75.07896548577055,0.4187388057895791,1.5689512648911836,5.0,3.24
xy007c1.tiff,7,1,740,426,7274,483.86605307173187,115.91165366927805,86.86710376931845,0.3904207151089005,1.3343561444973393,1.0,2.43
xy007c1.tiff,7,2,58,514,3186,224.2081528017131,82.14616961760662,50.12710065459389,0.7964395791492641,1.6387576489540765,4.0,1.96
xy007c1.tiff,7,3,813,588,2722,469.31580054003786,111.1686740976634,45.70406482486996,0.15529863304171873,2.432358577374736,12.0,4.69
xy007c1.tiff,7,4,868,713,6627,764.1513703397203,142.75533601105846,89.2276009441466,0.14261593124099728,1.5999010900272703,6.0,6.18
xy007c1.tiff,7,5,748,805,3699,329.3330444827409,85.82871173921122,63.7935503295524,0.4285717865074053,1.3454136240392158,5.0,3.55
xy007c1.tiff,7,6,1078,932,8165,1148.8580438450185,132.82240763735612,117.06578012435743,0.07773799127368068,1.1345963568197353,2.0,9.44
xy008c1.tiff,8,1,350,199,10536,428.71782079359116,145.46525296682356,93.33356563369931,0.7203483288802478,1.5585524026556792,4.0,1.39
xy008c1.tiff,8,2,760,310,4235,550.0081886954629,111.79023337613155,79.44461026833557,0.17592395006148007,1.407146853619698,10.0,4.9
xy008c1.tiff,8,3,1013,459,10919,747.0559159102153,150.3527364466329,97.54737803973406,0.24585922680541755,1.5413303716414557,4.0,4.59
xy008c1.tiff,8,4,915,527,6125,507.10869375885125,119.87732825062206,83.34300103654972,0.29930491246734875,1.4383610712320083,1.0,3.74
xy008c1.tiff,8,5,376,738,5660,578.6833329081849,165.0524315515625,55.366867856485264,0.21239502847271646,2.9810686054950732,9.0,4.73
xy008c1.tiff,8,6,496,789,8081,547.422402257836,109.7203548435023,104.9414342179706,0.3388674374605383,1.045538929986468,5.0,4.12
xy008c1.tiff,8,7,497,871,3288,411.71172413918123,110.0182313548024,48.87095978120009,0.2437559380026663,2.2511985000369217,7.0,5.49
